0.316523,-0.41716000000000003,-0.135363,-0.156086,-0.201473,0.16176400000000002,-0.098285,-0.695029,-0.099789,-0.047934,-0.334627,-0.294747,0.25053400000000003,-0.156156,-0.623351,-0.604667
-0.332446,-0.062251999999999995,-0.49032200000000004,0.28245,0.21295799999999998,-0.014528999999999999,0.041621,-0.032064999999999996,0.229683,-0.108508,-0.368297,0.643204,-0.022946,-0.369621,0.683789,-0.210565
-0.370189,-0.187073,-0.157031,0.19584300000000002,-0.120198,-0.154344,-0.260806,0.446999,0.701434,-0.17008,-0.197176,0.422971,0.144534,-0.409682,0.5979359999999999,-0.374139
0.22024699999999997,-0.46793199999999996,-0.382374,-0.068965,-0.105183,0.012447,-0.364852,-0.737857,-0.009904000000000001,0.049598,-0.30898400000000004,-0.416609,0.23230599999999998,-0.025263,-0.607118,-0.554806
0.355116,-0.522046,-0.186608,-0.15889,-0.21698499999999998,0.12925,-0.334389,-0.709238,-0.086145,-0.027849000000000002,-0.420972,-0.282427,0.296744,-0.193632,-0.5797760000000001,-0.549775
-0.033593,-0.261735,-0.6617390000000001,0.206494,-0.054166,0.029886000000000003,-0.546841,-0.565999,0.20718699999999998,0.404471,-0.144715,-0.41063500000000003,-0.040889,0.075752,-0.669895,-0.22198800000000002
0.11902,0.774559,0.10248299999999999,0.33150599999999997,0.004668,0.207683,0.613182,0.14496099999999998,0.41629099999999997,0.300134,0.276072,-0.302822,0.012587000000000001,-0.754649,-0.215049,-0.015385
0.393844,0.600358,0.095947,0.396944,0.058133000000000004,0.149135,0.729854,0.26149,0.322481,0.010126999999999999,0.16680699999999998,-0.132575,0.04515,-0.731521,-0.15123599999999998,0.149283
0.143958,0.7612300000000001,0.173785,0.33571100000000004,0.039166,0.260784,0.44913100000000006,-0.024283000000000002,0.48282700000000006,0.22365500000000002,0.13521,-0.425677,-0.250906,-0.610811,-0.139768,-0.21968800000000002
0.232994,0.423915,0.577635,0.281138,-0.135303,0.323664,0.23493499999999998,-0.315525,0.680535,-0.061714,0.056748,-0.437779,-0.349298,-0.39272199999999996,-0.10484600000000001,-0.43681000000000003
0.094484,0.775135,0.11820699999999999,0.29531799999999997,0.065355,0.174845,0.619296,0.157476,0.430613,0.29139,0.27878600000000003,-0.276694,-0.053542,-0.734228,-0.238217,-0.033059
0.138829,0.755428,0.20646,0.32787,0.029567000000000003,0.343221,0.550938,-0.038632,0.563507,0.29261,0.208873,-0.347024,-0.217016,-0.687369,-0.188198,-0.191776
0.730217,-0.28862,-0.177311,0.448475,-0.140705,0.207646,-0.104076,0.329019,0.283559,0.11985599999999999,-0.45811999999999997,0.08895499999999999,-0.06165,0.089702,-0.29958,0.430972
