neighborhood,neighborhood-2,st_distance
3,40,0.17301423300000002
3,41,0.185213925
3,0,0.007232344
3,10,0.047116467
3,11,0.024118304
3,12,0.0
3,13,0.0
3,14,0.042359701
3,15,0.0
3,16,0.07552202200000001
3,17,0.093490426
3,18,0.050510354
3,1,0.0
3,19,0.04514181
3,20,0.014650257
3,21,0.025216238999999998
3,22,0.0479017
3,23,0.046753786
3,24,0.066445965
3,25,0.077766191
3,26,0.07301666700000001
3,27,0.072699554
3,28,0.091886636
3,2,0.0
3,29,0.10434342099999999
3,30,0.101963123
3,32,0.102057118
3,33,0.110824226
3,9,0.071114839
3,7,0.053549922
3,31,0.083349246
3,42,0.20528534699999998
3,43,0.213636665
3,44,0.219090332
3,45,0.227838824
3,46,0.23655091
3,58,0.1228433
3,5,0.0
3,47,0.238100825
3,48,0.225627605
3,4,0.0
3,49,0.24972209399999998
3,50,0.253519465
3,51,0.26877398199999997
3,52,0.276981806
3,53,0.282901265
3,54,0.30555222600000004
3,55,0.145917303
3,56,0.136372317
3,57,0.12651762
3,59,0.11528998800000001
3,60,0.13836041300000002
3,61,0.15641429999999998
3,62,0.156537384
3,63,0.180652431
3,64,0.17611465
3,65,0.174800962
3,66,0.167577422
3,67,0.16844024100000002
3,68,0.183968233
3,6,0.029169792000000007
3,69,0.20169298600000002
3,70,0.203766998
3,71,0.225848351
3,72,0.22958972600000002
3,73,0.24861627
3,74,0.262281747
3,75,0.129679463
3,76,0.0
3,8,0.100671984
39,34,0.021739215
39,35,0.014565637
39,36,0.0
39,37,0.0
39,38,0.0
39,3,0.16590236
39,39,0.0
39,40,0.0
39,41,0.0
39,0,0.19795603899999997
39,10,0.207162443
39,11,0.204313191
39,12,0.187423681
39,13,0.172485323
39,14,0.17778578
39,15,0.159723169
39,16,0.20094499600000001
39,17,0.19790170899999998
39,18,0.158775463
39,1,0.19115159899999998
39,19,0.145731828
39,20,0.143057466
39,21,0.118640164
39,22,0.10671660699999999
39,23,0.087824759
39,24,0.12813589
39,25,0.113144429
39,26,0.09184800900000001
39,27,0.056190147999999995
39,28,0.080842882
39,2,0.153397767
39,29,0.06720892
39,30,0.049955915
39,32,0.042484035999999996
39,33,0.021785035
39,9,0.230728402
39,7,0.084797926
39,31,0.06543441900000001
39,42,0.018788783
39,43,0.029031808
39,44,0.030654086
39,45,0.039960939
39,46,0.046115921
39,58,0.034711708
39,5,0.130636888
39,47,0.047953758
39,48,0.041482753
39,4,0.137852269
39,49,0.059505660999999994
39,50,0.063600217
39,51,0.086968555
39,52,0.094690694
39,53,0.09486418199999999
39,54,0.119776325
39,55,0.109165014
39,56,0.085091322
39,57,0.05546056
39,59,0.022326077000000003
39,60,0.006732959
39,61,0.084649264
39,62,0.050260198
39,63,0.109224918
39,64,0.084541528
39,65,0.050374847
39,66,0.026320035
39,67,0.0
39,68,0.0
39,6,0.109307134
39,69,0.056420257
39,70,0.027978375
39,71,0.06517303099999999
39,72,0.051883350999999994
39,73,0.101830269
39,74,0.082243123
39,75,0.24667974899999998
39,76,0.17599911899999998
39,8,0.26293136899999997
40,34,0.022515017999999998
40,35,0.014447021
40,36,0.022323776
40,37,0.0
40,38,0.0
40,3,0.17301423300000002
40,39,0.0
40,40,0.0
40,41,0.0
40,0,0.20174483699999998
40,10,0.22100787600000002
40,11,0.21783483
40,12,0.19716883699999999
40,13,0.181911469
40,14,0.192575704
40,15,0.17008189699999998
40,16,0.217679075
40,17,0.216278793
40,18,0.17513011899999995
40,1,0.199064355
40,19,0.160774835
40,20,0.153360785
40,21,0.126965665
40,22,0.12099237800000001
40,23,0.09287221300000001
40,24,0.147796446
40,25,0.13171317800000001
40,26,0.108089882
40,27,0.06247913
40,28,0.09821956400000001
40,2,0.15643000699999998
40,29,0.087288256
40,30,0.059958700999999996
40,32,0.042529288
40,33,0.031116836000000002
40,9,0.246469623
40,7,0.086489317
40,31,0.066448442
40,42,0.012478661
40,43,0.034593319
40,44,0.029133527000000006
40,45,0.034331651
40,46,0.04920503
40,58,0.05398358599999999
40,5,0.132513963
40,47,0.048897882999999996
40,48,0.054155098
40,4,0.146311492
40,49,0.063546493
40,50,0.062489222000000004
40,51,0.06853366
40,52,0.10063393400000001
40,53,0.099702899
40,54,0.10528383699999999
40,55,0.131551781
40,56,0.10744847099999999
40,57,0.077711519
40,59,0.034867077
40,60,0.029191863
40,61,0.107102196
40,62,0.072585962
40,63,0.131522211
40,64,0.10682458800000001
40,65,0.072750182
40,66,0.048607275
40,67,0.022271737000000003
40,68,0.011118521999999999
40,6,0.11079723699999999
40,69,0.077845859
40,70,0.04506045
40,71,0.08338222599999999
40,72,0.063391803
40,73,0.119893451
40,74,0.093667259
40,75,0.265482279
40,76,0.179694297
40,8,0.278330549
41,34,0.038127439
41,35,0.030770811000000002
41,36,0.015586878
41,37,0.016374289
41,38,0.016093616
41,3,0.185213925
41,39,0.0
41,40,0.0
41,41,0.0
41,0,0.21598028600000002
41,10,0.227940201
41,11,0.225073756
41,12,0.207561222
41,13,0.192523334
41,14,0.19857496
41,15,0.17997621800000002
41,16,0.221535919
41,17,0.21801478300000002
41,18,0.179455322
41,1,0.210769908
41,19,0.16651929099999999
41,20,0.16327339400000002
41,21,0.138299487
41,22,0.127486488
41,23,0.106041199
41,24,0.147715649
41,25,0.133332064
41,26,0.11259849300000001
41,27,0.074589845
41,28,0.101464395
41,2,0.17098080100000002
41,29,0.08685214
41,30,0.069674848
41,32,0.05886359400000001
41,33,0.04021374
41,9,0.251452471
41,7,0.102501034
41,31,0.08186658599999999
41,42,0.0
41,43,0.014585978000000001
41,44,0.013304695
41,45,0.02183203
41,46,0.029617228
41,58,0.055165355
41,5,0.147579952
41,47,0.030836002999999997
41,48,0.037989244
41,4,0.15755222800000002
41,49,0.043886158
41,50,0.046341213
41,51,0.05240605
41,52,0.08071258
41,53,0.079751077
41,54,0.089490696
41,55,0.12186374400000001
41,56,0.10011455300000001
41,57,0.07115231400000001
41,59,0.042058282999999995
41,60,0.021564963
41,61,0.097599597
41,62,0.063527674
41,63,0.121733389
41,64,0.097105384
41,65,0.06286645099999999
41,66,0.038861541
41,67,0.012545671000000001
41,68,0.0
41,6,0.126065837
41,69,0.064964525
41,70,0.029679314
41,71,0.067836752
41,72,0.046489007
41,73,0.10438152099999999
41,74,0.075872539
41,75,0.266551975
41,76,0.19399177
41,8,0.283680358
0,34,0.154589667
0,35,0.17266002800000002
0,36,0.175551321
0,37,0.17629991600000006
0,38,0.18755824399999999
0,3,0.007232344
0,39,0.19795603899999997
0,40,0.20174483699999998
0,41,0.21598028600000002
0,0,0.0
0,10,0.079668234
0,11,0.045876602
0,12,0.031026414
0,13,0.036545784
0,14,0.076907753
0,15,0.040823576
0,16,0.10956098199999999
0,17,0.128635196
0,18,0.088080025
0,1,0.0
0,19,0.082985503
0,20,0.054799765
0,21,0.06285218
0,22,0.08771874199999999
0,23,0.08199457
0,24,0.10595456199999999
0,25,0.118427909
0,26,0.11042070400000001
0,27,0.109187299
0,28,0.12946301300000002
0,2,0.021672667000000003
0,29,0.141433428
0,30,0.138356203
0,32,0.132344323
0,33,0.141777307
0,9,0.09610767699999999
0,7,0.08733823199999999
0,31,0.112316099
0,42,0.233402527
0,43,0.24792121
0,44,0.24835862399999997
0,45,0.25610647
0,46,0.267007005
0,58,0.159073259
0,5,0.036479811
0,47,0.268005829
0,48,0.25951023
0,4,0.036472656
0,49,0.28085635600000003
0,50,0.282999575
0,51,0.292949256
0,52,0.313221331
0,53,0.315576921
0,54,0.330556623
0,55,0.186389415
0,56,0.175694903
0,57,0.163499848
0,59,0.14903529199999999
0,60,0.17480184699999998
0,61,0.195461248
0,62,0.19312389100000002
0,63,0.22071164100000001
0,64,0.214909462
0,65,0.211407604
0,66,0.20399233600000002
0,67,0.203964998
0,68,0.216535643
0,6,0.065529374
0,69,0.24031226
0,70,0.24014811600000002
0,71,0.262322557
0,72,0.265725588
0,73,0.286896726
0,74,0.29863370899999997
0,75,0.155158353
0,76,0.0
0,8,0.121895234
10,34,0.17330662300000002
10,35,0.19716387600000002
10,36,0.185532549
10,37,0.189782754
10,38,0.210100244
10,3,0.047116467
10,39,0.207162443
10,40,0.22100787600000002
10,41,0.227940201
10,0,0.079668234
10,10,0.0
10,11,0.0
10,12,0.005602544
10,13,0.004820331
10,14,0.0
10,15,0.004910800999999999
10,16,0.008207733
10,17,0.030297592
10,18,0.028952662
10,1,0.04696827
10,19,0.030900926000000002
10,20,0.033212467
10,21,0.041967177
10,22,0.055237952
10,23,0.073709153
10,24,0.048377179000000006
10,25,0.081043541
10,26,0.08594131699999999
10,27,0.10155848599999999
10,28,0.09902359699999999
10,2,0.078421905
10,29,0.120278908
10,30,0.126366643
10,32,0.155021435
10,33,0.160459508
10,9,0.0
10,7,0.11024734
10,31,0.14112433
10,42,0.25234291
10,43,0.245009846
10,44,0.26299238
10,45,0.27338538100000004
10,46,0.276870665
10,58,0.148286865
10,5,0.078921767
10,47,0.279617516
10,48,0.25747273
10,4,0.05827504400000001
10,49,0.287771368
10,50,0.295287391
10,51,0.320006351
10,52,0.297422095
10,53,0.31547584100000003
10,54,0.34839551
10,55,0.146147761
10,56,0.14672274800000001
10,57,0.146278519
10,59,0.152287112
10,60,0.160292075
10,61,0.166538498
10,62,0.16857917100000006
10,63,0.182203285
10,64,0.182801708
10,65,0.186161596
10,66,0.18910335
10,67,0.199404324
10,68,0.222376932
10,6,0.07841293099999999
10,69,0.208716016
10,70,0.22296852399999997
10,71,0.24278673
10,72,0.251500393
10,73,0.256738529
10,74,0.275903725
10,75,0.048658707
10,76,0.078466004
10,8,0.022808945
11,34,0.169908527
11,35,0.19369850100000002
11,36,0.182535471
11,37,0.186675958
11,38,0.206762707
11,3,0.024118304
11,39,0.204313191
11,40,0.21783483
11,41,0.225073756
11,0,0.045876602
11,10,0.0
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.0
11,15,0.0
11,16,0.028373832
11,17,0.048353032000000004
11,18,0.029208435
11,1,0.015749353
11,19,0.029661202999999997
11,20,0.029696711
11,21,0.039771227
11,22,0.054506544000000004
11,23,0.070819822
11,24,0.05229994599999999
11,25,0.08052150400000001
11,26,0.08431379
11,27,0.09869525900000001
11,28,0.098211711
11,2,0.056146212
11,29,0.11919373
11,30,0.123982091
11,32,0.151357085
11,33,0.15707500300000002
11,9,0.0
11,7,0.10611439199999999
11,31,0.137170318
11,42,0.249293845
11,43,0.24283238899999998
11,44,0.260141946
11,45,0.27046145
11,46,0.27425140600000003
11,58,0.146247778
11,5,0.063454204
11,47,0.27693470000000003
11,48,0.25530023
11,4,0.046991980999999995
11,49,0.285303395
11,50,0.2926172
11,51,0.316831087
11,52,0.29601378899999997
11,53,0.313376052
11,54,0.346169448
11,55,0.14602684900000001
11,56,0.145578475
11,57,0.144798242
11,59,0.149524243
11,60,0.15831413
11,61,0.165521411
11,62,0.167574851
11,63,0.182363124
11,64,0.182525105
11,65,0.185235188
11,66,0.187296968
11,67,0.197096092
11,68,0.219734125
11,6,0.07406953299999999
11,69,0.20811919399999998
11,70,0.22144355
11,71,0.241472503
11,72,0.24989627
11,73,0.25624285
11,74,0.274912063
11,75,0.048516690999999994
11,76,0.051412698
11,8,0.016566089
12,34,0.147893399
12,35,0.170271163
12,36,0.164629421
12,37,0.167450985
12,38,0.184498755
12,3,0.0
12,39,0.187423681
12,40,0.19716883699999999
12,41,0.207561222
12,0,0.031026414
12,10,0.005602544
12,11,0.0
12,12,0.0
12,13,0.0
12,14,0.007314855
12,15,0.007115291
12,16,0.03640057
12,17,0.056624901
12,18,0.034539188
12,1,0.0
12,19,0.03303302
12,20,0.02538517
12,21,0.039983291000000004
12,22,0.058290659
12,23,0.059272095999999996
12,24,0.058721369
12,25,0.083871919
12,26,0.08378706799999999
12,27,0.08668407800000001
12,28,0.100871418
12,2,0.029687754
12,29,0.11704496199999999
12,30,0.11532353199999999
12,32,0.126843551
12,33,0.134762247
12,9,0.02975308
12,7,0.078043013
12,31,0.109663065
12,42,0.22943604
12,43,0.23203491399999998
12,44,0.24222273800000002
12,45,0.251635528
12,46,0.258526438
12,58,0.138600167
12,5,0.032377389
12,47,0.260524934
12,48,0.244341275
12,4,0.015397835
12,49,0.270971776
12,50,0.276148599
12,51,0.294834489
12,52,0.29183350399999997
12,53,0.302376323
12,54,0.330955628
12,55,0.149882285
12,56,0.145602968
12,57,0.139720333
12,59,0.134210673
12,60,0.151847957
12,61,0.165905804
12,62,0.16779177399999998
12,63,0.18615167
12,64,0.18584126899999998
12,65,0.185836301
12,66,0.181445384
12,67,0.18599495800000002
12,68,0.204667789
12,6,0.046442609
12,69,0.210495601
12,70,0.21722539
12,71,0.238532035
12,72,0.2445397510000001
12,73,0.25863878100000004
12,74,0.273936312
12,75,0.08832114
12,76,0.029739827000000007
12,8,0.059718438
13,34,0.132625876
13,35,0.154911517
13,36,0.149649985
13,37,0.152343949
13,38,0.169172159
13,3,0.0
13,39,0.172485323
13,40,0.181911469
13,41,0.192523334
13,0,0.036545784
13,10,0.004820331
13,11,0.0
13,12,0.0
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.032684176
13,17,0.052350057
13,18,0.025325444
13,1,0.00845921
13,19,0.022626504
13,20,0.014555358999999999
13,21,0.026061214
13,22,0.047302311
13,23,0.047249791
13,24,0.048448828
13,25,0.07293174200000001
13,26,0.07290877
13,27,0.073091306
13,28,0.089999389
13,2,0.020767837
13,29,0.104519394
13,30,0.102153169
13,32,0.11148838800000001
13,33,0.11947201199999999
13,9,0.03098305
13,7,0.062654927
13,31,0.09426564
13,42,0.21419543100000002
13,43,0.217723081
13,44,0.227104035
13,45,0.236441973
13,46,0.243579457
13,58,0.125082454
13,5,0.020770643999999998
13,47,0.245512256
13,48,0.22997698800000002
13,4,0.0
13,49,0.256149405
13,50,0.261114448
13,51,0.27946544
13,52,0.27843317300000003
13,53,0.28790309999999997
13,54,0.315631206
13,55,0.139097892
13,56,0.134782384
13,57,0.126685623
13,59,0.119599909
13,60,0.138672184
13,61,0.155086441
13,62,0.1566295
13,63,0.175323115
13,64,0.17502127899999995
13,65,0.174861045
13,66,0.16816187100000002
13,67,0.17179250699999998
13,68,0.189882393
13,6,0.03139011
13,69,0.199530315
13,70,0.204260067
13,71,0.22607727800000002
13,72,0.23106058100000001
13,73,0.247819238
13,74,0.26231467199999997
13,75,0.088630771
13,76,0.024842849
13,8,0.062148617999999996
14,34,0.145909856
14,35,0.169959147
14,36,0.156618666
14,37,0.16120637699999998
14,38,0.182308003
14,3,0.042359701
14,39,0.17778578
14,40,0.192575704
14,41,0.19857496
14,0,0.076907753
14,10,0.0
14,11,0.0
14,12,0.007314855
14,13,0.0
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.014550545
14,18,0.0
14,1,0.043503629
14,19,0.0
14,20,0.0068868969999999995
14,21,0.012830246000000002
14,22,0.025005977000000002
14,23,0.045425158
14,24,0.021853541
14,25,0.051090865
14,26,0.05504001099999999
14,27,0.07265833299999999
14,28,0.068567107
14,2,0.068993407
14,29,0.08953294
14,30,0.09616925
14,32,0.129044553
14,33,0.13272299
14,9,0.0013202189999999999
14,7,0.088076979
14,31,0.117035129
14,42,0.22345386899999997
14,43,0.214400399
14,44,0.2335441610000001
14,45,0.244115616
14,46,0.24690152899999998
14,58,0.117592165
14,5,0.06862932299999999
14,47,0.249773715
14,48,0.226853904
14,4,0.045550636
14,49,0.257529526
14,50,0.265407563
14,51,0.291415572
14,52,0.266522054
14,53,0.284774355
14,54,0.317812042
14,55,0.116810995
14,56,0.115936571
14,57,0.115358986
14,59,0.12282042800000001
14,60,0.12953644
14,61,0.135853214
14,62,0.137905306
14,63,0.15313244199999998
14,64,0.153174121
14,65,0.155562308
14,66,0.158233804
14,67,0.168978061
14,68,0.192500737
14,6,0.059641470999999995
14,69,0.17852579699999999
14,70,0.192047167
14,71,0.211916335
14,72,0.220578475
14,73,0.22669493
14,74,0.245243745
14,75,0.049256960999999995
14,76,0.07169378400000001
14,8,0.033599687999999996
15,34,0.12090983
15,35,0.14375297199999998
15,36,0.13699094
15,37,0.140008742
15,38,0.157730726
15,3,0.0
15,39,0.159723169
15,40,0.17008189699999998
15,41,0.17997621800000002
15,0,0.040823576
15,10,0.004910800999999999
15,11,0.0
15,12,0.007115291
15,13,0.0
15,14,0.0
15,15,0.0
15,16,0.030691531
15,17,0.047936861
15,18,6.670000000000001e-05
15,1,0.021870255
15,19,0.0
15,20,0.0
15,21,0.007305035
15,22,0.025002008
15,23,0.03268143
15,24,0.024715493999999998
15,25,0.051066491
15,26,0.051403603
15,27,0.05884640400000001
15,28,0.068037171
15,2,0.02068244
15,29,0.087024604
15,30,0.087735176
15,32,0.10039925
15,33,0.107902746
15,9,0.033769812999999996
15,7,0.052397309
15,31,0.08418156800000001
15,42,0.202268909
15,43,0.204060247
15,44,0.21475529399999999
15,45,0.22432527300000002
15,46,0.23081101699999998
15,58,0.11083547699999999
15,5,0.020386484
15,47,0.23288595
15,48,0.216367368
15,4,0.0
15,49,0.243145408
15,50,0.24853423
15,51,0.268277679
15,52,0.262597167
15,53,0.274410888
15,54,0.30407490600000003
15,55,0.11681058300000001
15,56,0.113499335
15,57,0.11118592
15,59,0.10630285199999999
15,60,0.123783909
15,61,0.13374494
15,62,0.135830581
15,63,0.153131877
15,64,0.153156656
15,65,0.15366427800000002
15,66,0.153070751
15,67,0.158024636
15,68,0.176829297
15,6,0.01969534
15,69,0.17769303600000005
15,70,0.187837153
15,71,0.20841160399999997
15,72,0.21603695
15,73,0.226006491
15,74,0.24278921899999997
15,75,0.08878404
15,76,0.025170832999999997
15,8,0.06512389
16,34,0.173262539
16,35,0.197287297
16,36,0.181164187
16,37,0.18638627300000002
16,38,0.208632155
16,3,0.07552202200000001
16,39,0.20094499600000001
16,40,0.217679075
16,41,0.221535919
16,0,0.10956098199999999
16,10,0.008207733
16,11,0.028373832
16,12,0.03640057
16,13,0.032684176
16,14,0.0
16,15,0.030691531
16,16,0.0
16,17,0.0
16,18,0.0
16,1,0.076050642
16,19,0.034042529
16,20,0.040996125
16,21,0.04525533
16,22,0.042653094
16,23,0.07482159299999999
16,24,0.011149895
16,25,0.061899906
16,26,0.074757968
16,27,0.099316801
16,28,0.078405049
16,2,0.10314643800000001
16,29,0.099915419
16,30,0.118436877
16,32,0.158356359
16,33,0.15934822699999998
16,9,0.00870369
16,7,0.120618216
16,31,0.148130983
16,42,0.24734740600000002
16,43,0.232319169
16,44,0.255978666
16,45,0.26694895
16,46,0.267602717
16,58,0.136494927
16,5,0.10274137400000001
16,47,0.270891188
16,48,0.244593819
16,4,0.07974339999999999
16,49,0.277072337
16,50,0.286300839
16,51,0.31552378600000003
16,52,0.2783233
16,53,0.301481433
16,54,0.335208681
16,55,0.12058992699999999
16,56,0.125523801
16,57,0.128297715
16,59,0.14665445800000002
16,60,0.147606589
16,61,0.14640145599999999
16,62,0.148304427
16,63,0.149920301
16,64,0.157467084
16,65,0.164985283
16,66,0.17432726899999998
16,67,0.188518248
16,68,0.214007712
16,6,0.093581371
16,69,0.18501246
16,70,0.205469438
16,71,0.2235099
16,72,0.23423966100000002
16,73,0.231916233
16,74,0.254096714
16,75,0.0
16,76,0.10492962900000001
16,8,0.037502661
17,34,0.174937873
17,35,0.198531426
17,36,0.17978270100000002
17,37,0.18553572
17,38,0.20861829699999998
17,3,0.093490426
